Rating,Reviews,Size,Installs,Type,Price,Content_rating,Genres,Last_updated,Current_ver,Android_ver,Category
4.1,11798.0,,1000000,2,0.0,3,86,450,0,0,10
4.1,52896.0,,10000000,2,0.0,3,86,226,0,0,10
4.5,181990.0,,10000000,2,0.0,3,86,474,0,0,10
4.7,57920.0,,1000000,2,0.0,3,86,60,0,0,10
4.1,28523.0,29000000.0,5000000,2,0.0,3,86,1011,2602,3,10
4.2,24953.0,,1000000,2,0.0,3,86,947,0,0,10
4.5,37253.0,31000000.0,1000000,2,0.0,3,86,1011,628,3,10
4.4,210208.0,,10000000,2,0.0,3,86,1244,0,0,10
4.6,1370749.0,,50000000,2,0.0,5,86,1011,0,0,10
4.2,33758.0,,1000000,2,0.0,3,86,439,0,0,10
4.6,284721.0,20000000.0,10000000,2,0.0,3,86,726,1334,12,10
4.3,3420.0,13000000.0,100000,2,0.0,3,86,1156,1900,12,10
4.1,7193.0,7300000.0,500000,2,0.0,3,86,143,1978,3,10
4.1,11798.0,,1000000,2,0.0,3,86,450,0,0,10
4.4,2788923.0,,100000000,2,0.0,5,86,1246,0,0,10
4.1,52896.0,,10000000,2,0.0,3,86,226,0,0,10
4.6,2278.0,12000000.0,500000,2,0.0,3,86,1162,257,3,10
4.2,5121.0,8800000.0,500000,2,0.0,3,86,143,684,12,10
4.2,39735.0,18000000.0,5000000,2,0.0,5,86,436,816,15,10
4.1,9701.0,14000000.0,500000,2,0.0,3,86,436,2181,3,10
4.2,1558.0,21000000.0,100000,2,0.0,3,86,872,401,31,10
4.3,213735.0,43000000.0,10000000,2,0.0,3,86,98,2603,3,10
4.2,16966.0,34000000.0,1000000,2,0.0,3,86,710,1693,10,10
4.5,181990.0,,10000000,2,0.0,3,86,474,0,0,10
4.7,57920.0,,1000000,2,0.0,3,86,60,0,0,10
4.5,6211039.0,15000000.0,100000000,2,0.0,3,86,1011,205,12,10
4.3,125783.0,,10000000,2,0.0,5,86,439,0,0,10
4.0,41986.0,26000000.0,5000000,2,0.0,5,86,439,2634,12,10
4.4,441473.0,,10000000,2,0.0,3,86,1246,0,0,10
4.4,186116.0,34000000.0,5000000,2,0.0,3,86,1011,434,3,10
4.0,13085.0,2700000.0,1000000,2,0.0,5,86,1070,2300,10,10
4.5,315908.0,52000000.0,10000000,2,0.0,3,86,1244,1781,12,10
4.6,5916569.0,,100000000,2,0.0,5,86,439,0,0,10
4.1,28523.0,29000000.0,5000000,2,0.0,3,86,1011,2602,3,10
4.5,28560.0,,1000000,2,0.0,3,86,782,0,0,10
3.9,34171.0,,1000000,2,0.0,3,86,98,0,0,10
4.5,44588.0,20000000.0,5000000,2,0.0,3,86,710,1196,3,10
4.2,4158.0,23000000.0,500000,2,0.0,5,86,942,1664,10,10
4.3,105773.0,,10000000,2,0.0,3,86,517,0,3,10
4.3,909204.0,42000000.0,100000000,2,0.0,5,86,726,893,3,10
4.4,279428.0,16000000.0,10000000,2,0.0,3,86,1011,2413,3,10
4.5,33583.0,12000000.0,1000000,2,0.0,3,86,1246,1136,3,10
4.6,94205.0,6500000.0,1000000,2,0.0,3,86,42,1479,3,10
4.4,210208.0,,10000000,2,0.0,3,86,1244,0,0,10
4.3,95520.0,15000000.0,10000000,2,0.0,5,86,1011,2484,12,10
4.3,46153.0,17000000.0,10000000,2,0.0,3,86,251,1091,3,10
4.1,68406.0,24000000.0,10000000,2,0.0,3,86,436,1387,19,10
4.7,181798.0,22000000.0,10000000,2,0.0,3,86,1246,932,3,10
4.4,25719.0,,1000000,2,0.0,5,86,439,0,0,10
4.2,142512.0,15000000.0,10000000,2,0.0,3,86,436,1595,12,10
4.4,2788923.0,,100000000,2,0.0,5,86,1246,0,0,10
4.2,39735.0,18000000.0,5000000,2,0.0,5,86,436,816,15,10
4.2,5121.0,8800000.0,500000,2,0.0,3,86,143,684,12,10
4.1,9701.0,14000000.0,500000,2,0.0,3,86,436,2181,3,10
4.0,13085.0,2700000.0,1000000,2,0.0,5,86,1070,2300,10,10
4.1,28523.0,29000000.0,5000000,2,0.0,3,86,1011,2602,3,10
4.5,44588.0,20000000.0,5000000,2,0.0,3,86,710,1196,3,10
4.6,94205.0,6500000.0,1000000,2,0.0,3,86,42,1479,3,10
4.3,95520.0,15000000.0,10000000,2,0.0,5,86,1011,2484,12,10
4.6,1370749.0,,50000000,2,0.0,5,86,1011,0,0,10
4.4,2788923.0,,100000000,2,0.0,5,86,1246,0,0,10
4.0,4602.0,6200000.0,500000,2,0.0,3,86,408,1008,12,10
4.5,72596.0,19000000.0,1000000,2,0.0,5,86,1011,2207,12,10
4.1,110425.0,27000000.0,10000000,2,0.0,3,86,226,179,10,10
4.4,2375.0,1100000.0,100000,2,0.0,3,86,62,1997,23,10
4.0,13085.0,2700000.0,1000000,2,0.0,5,86,1070,2300,10,10
4.6,5917485.0,,100000000,2,0.0,5,86,439,0,0,10
4.5,35497.0,16000000.0,1000000,2,0.0,3,86,221,913,3,10
4.4,3878.0,8800000.0,100000,2,0.0,3,86,1074,1479,12,10
4.5,33583.0,12000000.0,1000000,2,0.0,3,86,1246,1136,3,10
4.1,68406.0,24000000.0,10000000,2,0.0,3,86,439,1387,19,10
4.3,44071.0,56000000.0,5000000,2,0.0,3,86,434,1238,3,10
4.5,6212081.0,15000000.0,100000000,2,0.0,3,86,1011,205,12,10
4.2,39735.0,18000000.0,5000000,2,0.0,5,86,436,816,15,10
3.8,6380.0,,1000000,2,0.0,3,86,462,0,0,10
4.5,5123.0,14000000.0,500000,2,0.0,3,86,759,2399,19,10
4.7,181823.0,22000000.0,10000000,2,0.0,3,86,1246,932,3,10
4.1,19232.0,28000000.0,1000000,2,0.0,3,23,439,359,3,26
4.6,98716.0,59000000.0,5000000,2,0.0,3,23,1244,2292,19,26
4.8,109500.0,37000000.0,1000000,2,0.0,3,23,462,2673,12,26
4.0,21159.0,36000000.0,500000,2,0.0,3,23,896,2493,10,26
4.7,1320.0,9500000.0,50000,2,0.0,3,23,823,2493,12,26
4.7,50424.0,82000000.0,1000000,2,0.0,3,23,462,1484,12,26
4.1,32398.0,28000000.0,1000000,2,0.0,3,23,1244,2007,3,26
4.5,10858556.0,,1000000000,2,0.0,3,23,439,0,0,26
3.6,219745.0,,50000000,2,0.0,3,23,882,0,0,26
4.5,38953.0,9700000.0,5000000,2,0.0,3,23,1287,2006,29,26
4.7,142634.0,22000000.0,10000000,2,0.0,3,23,1264,1247,3,26
4.7,259450.0,17000000.0,10000000,2,0.0,3,23,692,2078,12,26
4.5,123029.0,,10000000,2,0.0,3,23,462,0,10,26
4.2,914804.0,,50000000,2,0.0,3,23,667,1361,3,26
4.5,21841.0,7700000.0,1000000,2,0.0,3,23,98,523,29,26
4.4,5282578.0,,100000000,2,0.0,3,23,1246,1828,21,26
4.5,10349.0,11000000.0,1000000,2,0.0,3,23,780,1269,31,26
4.5,859.0,21000000.0,100000,2,0.0,3,23,114,1247,10,26
4.4,40289.0,19000000.0,5000000,2,0.0,3,23,221,171,19,26
3.7,3362.0,,1000000,2,0.0,3,23,453,0,15,26
4.3,49680.0,8700000.0,5000000,2,0.0,3,23,221,1627,29,26
4.5,3378.0,30000000.0,1000000,2,0.0,4,23,436,1886,12,26
4.4,10525.0,25000000.0,1000000,2,0.0,3,23,165,2218,15,26
3.3,3492.0,17000000.0,5000000,2,0.0,3,23,1361,2341,6,26
4.3,654419.0,,50000000,2,0.0,3,23,756,0,10,26
4.4,1864.0,13000000.0,500000,2,0.0,3,23,694,827,10,26
4.5,74476.0,23000000.0,10000000,2,0.0,3,23,852,1308,15,26
4.4,221858.0,,10000000,2,0.0,3,23,1244,0,12,26
4.2,401820.0,,50000000,2,0.0,3,23,474,0,0,26
4.5,3116.0,22000000.0,500000,2,0.0,3,23,1011,1447,10,26
4.7,31985.0,9100000.0,1000000,2,0.0,3,23,439,589,29,26
4.5,4400.0,8300000.000000001,1000000,2,0.0,3,23,759,1213,10,26
4.6,3337956.0,,100000000,2,0.0,3,23,439,0,0,26
4.6,11677.0,19000000.0,1000000,2,0.0,3,23,986,625,3,26
4.4,3158047.0,53000000.0,100000000,2,0.0,3,23,726,1557,12,26
4.3,125259.0,,50000000,2,0.0,3,23,462,0,0,26
4.3,56114.0,17000000.0,10000000,2,0.0,3,23,801,2334,31,26
4.6,15700.0,10000000.0,1000000,2,0.0,3,23,364,965,10,26
4.4,16523.0,,1000000,2,0.0,3,23,1246,769,12,26
4.5,26361.0,29000000.0,5000000,2,0.0,3,23,436,2248,12,26
4.5,285788.0,46000000.0,10000000,2,0.0,3,23,296,2075,22,26
4.2,4410.0,4500000.0,1000000,2,0.0,3,23,823,2442,10,26
4.0,5855.0,4900000.0,1000000,2,0.0,3,23,710,1308,31,26
4.4,47090.0,,5000000,2,0.0,3,23,759,0,0,26
4.7,233039.0,24000000.0,10000000,2,0.0,3,23,759,1358,3,26
4.3,28578.0,23000000.0,10000000,2,0.0,3,23,759,1474,15,26
4.6,1159058.0,25000000.0,100000000,2,0.0,3,23,1011,2677,10,26
4.4,53421.0,26000000.0,10000000,2,0.0,3,23,439,1321,10,26
4.5,1579287.0,,100000000,2,0.0,3,23,436,0,0,26
4.3,116880.0,2000000.0,10000000,2,0.0,3,23,1283,2031,10,26
4.3,21730.0,19000000.0,1000000,2,0.0,3,23,123,1269,15,26
4.4,62421.0,9600000.0,5000000,2,0.0,3,23,759,2712,12,26
4.5,10858538.0,,1000000000,2,0.0,3,23,439,0,0,26
4.4,70189.0,13000000.0,5000000,2,0.0,5,23,163,2149,15,26
4.6,847159.0,4200000.0,10000000,2,0.0,3,23,444,165,15,26
4.3,251951.0,16000000.0,10000000,2,0.0,4,23,221,734,3,26
4.6,98716.0,59000000.0,5000000,2,0.0,3,23,1244,2292,19,26
4.3,654418.0,,50000000,2,0.0,3,23,756,0,10,26
4.4,5282558.0,,100000000,2,0.0,3,23,1246,1828,21,26
4.2,240475.0,9500000.0,10000000,2,0.0,3,23,589,1120,15,26
4.3,527247.0,,50000000,2,0.0,3,23,756,121,0,26
4.4,3157936.0,53000000.0,100000000,2,0.0,3,23,726,1557,12,26
3.9,55427.0,6600000.0,10000000,2,0.0,3,23,918,2300,23,26
4.3,68070.0,,5000000,2,0.0,3,23,560,0,0,26
4.4,2418135.0,,100000000,2,0.0,3,23,710,0,0,26
4.2,329160.0,27000000.0,10000000,2,0.0,3,23,535,2641,31,26
4.5,1579287.0,,100000000,2,0.0,3,23,436,0,0,26
4.3,42677.0,22000000.0,1000000,2,0.0,3,23,516,2660,10,26
4.3,1517369.0,,100000000,2,0.0,3,23,138,0,0,26
4.3,811693.0,50000000.0,50000000,2,0.0,3,23,462,2381,3,26
4.1,23440.0,30000000.0,1000000,2,0.0,3,23,221,778,15,26
4.4,3368649.0,,100000000,2,0.0,3,23,528,1756,10,26
4.3,42079.0,17000000.0,1000000,2,0.0,3,23,1092,0,10,26
4.0,29707.0,18000000.0,1000000,2,0.0,3,23,1091,1513,15,26
4.0,15098.0,10000000.0,1000000,2,0.0,3,23,1221,1601,31,26
4.0,35724.0,9900000.0,1000000,2,0.0,3,23,1255,2143,15,26
4.4,71898.0,23000000.0,5000000,2,0.0,3,23,398,2663,10,26
4.3,4865093.0,51000000.0,100000000,2,0.0,3,23,439,1450,10,26
4.1,106080.0,35000000.0,10000000,2,0.0,3,23,823,694,12,26
4.2,44941.0,16000000.0,1000000,2,0.0,3,23,765,2627,13,26
3.9,129272.0,11000000.0,10000000,2,0.0,3,23,1246,1667,12,26
4.4,111066.0,74000000.0,5000000,2,0.0,3,23,1011,382,10,26
4.4,49553.0,48000000.0,1000000,0,5.99,3,23,436,54,12,26
4.5,10859051.0,,1000000000,2,0.0,3,23,439,0,0,26
4.4,70189.0,13000000.0,5000000,2,0.0,5,23,163,2149,15,26
4.6,847159.0,4200000.0,10000000,2,0.0,3,23,444,165,15,26
4.3,251951.0,16000000.0,10000000,2,0.0,4,23,221,734,3,26
4.6,98716.0,59000000.0,5000000,2,0.0,3,23,1244,2292,19,26
4.1,43296.0,,5000000,2,0.0,3,23,24,0,0,26
4.0,130081.0,5600000.0,10000000,2,0.0,3,23,444,948,15,26
4.3,462152.0,1500000.0,10000000,2,0.0,3,23,746,783,0,26
4.2,140917.0,5700000.0,10000000,2,0.0,3,23,388,1355,15,26
4.0,88860.0,6100000.0,5000000,2,0.0,3,23,539,726,31,26
4.1,49211.0,1900000.0,1000000,2,0.0,3,23,1032,460,5,26
4.1,351254.0,4000000.0,10000000,2,0.0,3,23,1031,2512,29,26
4.0,157506.0,47000000.0,10000000,2,0.0,3,23,692,1771,19,26
4.3,1871416.0,,100000000,2,0.0,3,23,760,0,0,26
4.3,116880.0,2000000.0,10000000,2,0.0,3,23,1283,2031,10,26
4.2,240475.0,9500000.0,10000000,2,0.0,3,23,589,1120,15,26
4.5,420973.0,,10000000,2,0.0,3,23,462,0,0,26
4.0,34753.0,22000000.0,1000000,2,0.0,3,23,267,315,29,26
4.4,635846.0,14000000.0,50000000,2,0.0,3,23,123,1252,15,26
4.1,78140.0,10000000.0,5000000,2,0.0,3,23,606,902,10,26
4.4,2418135.0,,100000000,2,0.0,3,23,710,0,0,26
4.3,244371.0,,10000000,2,0.0,3,23,986,0,0,26
4.3,12865.0,6900000.0,100000,0,2.99,3,23,256,1593,24,26
4.2,215343.0,44000000.0,10000000,2,0.0,3,23,546,1537,10,26
4.3,6120977.0,,100000000,2,0.0,3,23,836,588,0,26
4.4,3368646.0,,100000000,2,0.0,3,23,528,1756,10,26
4.4,753115.0,,50000000,2,0.0,3,23,1011,947,3,26
4.3,4865107.0,51000000.0,100000000,2,0.0,3,23,439,1450,10,26
4.4,49553.0,48000000.0,1000000,0,5.99,3,23,436,54,12,26
3.8,16320.0,,100000,0,3.95,3,23,444,0,0,26
4.4,852649.0,43000000.0,50000000,2,0.0,5,23,708,1651,29,26
4.4,1494491.0,21000000.0,50000000,2,0.0,3,23,379,2626,32,26
4.3,527248.0,,50000000,2,0.0,3,23,756,121,0,26
4.6,819774.0,25000000.0,10000000,2,0.0,3,23,708,1461,15,26
4.0,33439.0,3900000.0,5000000,2,0.0,3,23,320,2159,23,26
4.1,351255.0,4000000.0,10000000,2,0.0,3,23,1031,2512,29,26
4.2,477831.0,51000000.0,10000000,2,0.0,3,23,759,2765,15,26
4.3,1871421.0,,100000000,2,0.0,3,23,760,0,0,26
4.6,3337952.0,,100000000,2,0.0,3,23,439,0,0,26
4.6,126337.0,9600000.0,1000000,2,0.0,3,23,714,1309,15,26
4.3,68071.0,,5000000,2,0.0,3,23,560,0,0,26
4.2,240475.0,9500000.0,10000000,2,0.0,3,23,589,1120,15,26
4.1,373606.0,,10000000,2,0.0,3,23,48,0,0,26
4.2,15426.0,50000000.0,1000000,2,0.0,3,23,98,1340,8,26
4.6,714340.0,,10000000,2,0.0,3,23,759,0,0,26
4.6,1451000.0,,50000000,2,0.0,3,23,434,0,0,26
4.4,1490732.0,21000000.0,50000000,2,0.0,3,23,434,510,12,26
4.7,2163282.0,,50000000,2,0.0,3,23,815,0,0,26
4.4,1163232.0,31000000.0,50000000,2,0.0,3,23,1185,2619,10,26
4.1,114680.0,27000000.0,10000000,2,0.0,3,23,956,1927,12,26
4.3,751766.0,,10000000,2,0.0,3,23,450,0,0,26
4.4,2418158.0,,100000000,2,0.0,3,23,710,0,0,26
4.2,914917.0,,50000000,2,0.0,3,23,667,1361,3,26
4.4,3158151.0,53000000.0,100000000,2,0.0,3,23,726,1557,12,26
4.5,7594559.0,34000000.0,100000000,2,0.0,5,23,439,299,10,26
4.2,1028637.0,,100000000,2,0.0,3,23,760,0,0,26
3.8,167652.0,12000000.0,10000000,2,0.0,3,23,1283,168,12,26
4.3,811714.0,50000000.0,50000000,2,0.0,3,23,462,2381,3,26
4.4,1075277.0,47000000.0,100000000,2,0.0,4,23,1011,645,12,26
4.6,7529865.0,,100000000,2,0.0,3,23,439,1571,0,26
4.4,3368705.0,,100000000,2,0.0,3,23,528,1756,10,26
4.5,1579343.0,,100000000,2,0.0,3,23,436,0,0,26
4.2,93726.0,9200000.0,5000000,2,0.0,3,23,655,654,21,26
4.5,597068.0,,10000000,2,0.0,3,23,801,0,0,26
4.5,823109.0,,50000000,2,0.0,3,23,1031,2561,3,26
4.3,4865132.0,51000000.0,100000000,2,0.0,3,23,439,1450,10,26
4.4,49553.0,48000000.0,1000000,0,5.99,3,23,436,54,12,26
4.2,197295.0,24000000.0,10000000,2,0.0,3,23,1232,198,15,26
4.1,21578.0,1600000.0,1000000,2,0.0,3,23,867,2546,31,26
4.3,307453.0,17000000.0,10000000,2,0.0,3,23,335,1935,10,26
4.0,32896.0,31000000.0,5000000,2,0.0,3,23,383,1962,23,26
4.6,98717.0,59000000.0,5000000,2,0.0,3,23,1244,2292,19,26
4.3,542561.0,46000000.0,10000000,2,0.0,3,23,751,1730,15,26
4.4,3158151.0,53000000.0,100000000,2,0.0,3,23,726,1557,12,26
4.5,462702.0,45000000.0,10000000,2,0.0,3,23,1244,2494,21,26
4.2,521138.0,,10000000,2,0.0,1,7,434,0,19,8
4.3,1802.0,9800000.0,100000,2,0.0,3,7,947,903,10,8
4.4,283662.0,,10000000,2,0.0,3,7,516,0,12,8
4.2,82882.0,,5000000,2,0.0,3,7,1246,0,0,8
4.1,459795.0,,50000000,2,0.0,3,7,462,0,0,8
4.4,133825.0,34000000.0,10000000,2,0.0,1,7,436,676,3,8
4.7,911995.0,20000000.0,10000000,2,0.0,3,7,1244,2345,3,8
4.6,1733.0,19000000.0,500000,2,0.0,3,7,520,1297,12,8
4.2,342909.0,6000000.0,10000000,2,0.0,3,7,1011,428,3,8
4.3,31908.0,,1000000,2,0.0,3,7,94,0,0,8
4.3,56270.0,15000000.0,5000000,2,0.0,3,7,1011,2329,19,8
4.5,107724.0,6500000.0,5000000,2,0.0,3,7,726,936,15,8
4.6,101455.0,6200000.0,5000000,2,0.0,3,7,1011,1822,10,8
4.5,152780.0,,10000000,2,0.0,3,7,114,0,0,8
4.4,21733.0,,1000000,2,0.0,4,7,1031,0,0,8
4.7,410384.0,,10000000,2,0.0,3,7,726,0,0,8
4.2,277902.0,,5000000,2,0.0,4,7,462,0,0,8
4.3,91031.0,,5000000,2,0.0,3,7,251,0,19,8
4.2,112725.0,,5000000,2,0.0,3,7,726,0,0,8
3.9,76346.0,14000000.0,5000000,2,0.0,3,7,436,1366,12,8
3.9,63938.0,,5000000,2,0.0,3,7,439,0,0,8
4.2,18678.0,,1000000,2,0.0,3,7,901,0,0,8
4.3,39878.0,6100000.0,1000000,2,0.0,3,7,759,550,12,8
4.6,152867.0,17000000.0,10000000,2,0.0,3,7,1011,882,12,8
4.3,63580.0,24000000.0,5000000,2,0.0,3,7,1185,1739,12,8
4.0,121003.0,,10000000,2,0.0,3,7,439,0,0,8
4.0,135763.0,13000000.0,10000000,2,0.0,3,7,462,2099,12,8
4.0,176448.0,10000000.0,5000000,2,0.0,3,7,99,72,3,8
4.6,1981.0,10000000.0,100000,2,0.0,3,7,947,1354,12,8
4.3,16016.0,6900000.0,1000000,2,0.0,3,7,916,225,29,8
4.2,9992.0,31000000.0,1000000,2,0.0,3,7,123,483,12,8
4.3,36490.0,,1000000,2,0.0,3,7,436,0,0,8
4.4,122282.0,,5000000,2,0.0,1,7,1185,0,0,8
4.0,218.0,28000000.0,100000,2,0.0,3,7,434,2257,12,8
4.6,4011.0,2600000.0,500000,2,0.0,5,7,432,1455,31,8
4.7,25172.0,30000000.0,500000,2,0.0,3,7,123,1988,12,8
4.3,14123.0,13000000.0,500000,2,0.0,3,7,1244,518,15,8
4.0,2487.0,27000000.0,1000000,2,0.0,3,7,1011,1617,10,8
4.5,180938.0,29000000.0,10000000,2,0.0,3,7,98,1009,10,8
4.7,950.0,18000000.0,100000,2,0.0,3,7,520,2334,12,8
4.4,232423.0,35000000.0,5000000,2,0.0,3,7,388,2207,10,8
4.8,1664.0,17000000.0,100000,2,0.0,3,7,726,1503,3,8
3.3,1391.0,,100000,2,0.0,3,7,1051,0,0,8
4.3,2486.0,18000000.0,500000,2,0.0,3,7,1246,365,3,8
3.9,188834.0,,10000000,2,0.0,3,7,98,0,0,8
4.4,697.0,3000000.0,100000,2,0.0,3,7,1358,1495,12,8
3.9,5510.0,32000000.0,1000000,2,0.0,3,7,528,2481,29,8
4.4,4549.0,24000000.0,500000,2,0.0,3,7,1244,2181,12,8
4.3,91031.0,,5000000,2,0.0,3,7,251,0,19,8
4.4,6106.0,,100000,2,0.0,3,7,1244,0,0,8
4.2,277900.0,,5000000,2,0.0,4,7,462,0,0,8
4.2,521138.0,,10000000,2,0.0,1,7,434,0,19,8
4.1,459795.0,,50000000,2,0.0,3,7,462,0,0,8
4.4,122282.0,,5000000,2,0.0,1,7,1185,0,0,8
4.0,176448.0,10000000.0,5000000,2,0.0,3,7,99,72,3,8
4.4,133825.0,34000000.0,10000000,2,0.0,1,7,436,676,3,8
4.3,91031.0,,5000000,2,0.0,3,7,251,0,19,8
4.1,288809.0,6600000.0,10000000,2,0.0,3,7,94,2304,3,8
4.0,43611.0,27000000.0,1000000,2,0.0,3,7,823,1499,19,8
4.2,521138.0,,10000000,2,0.0,1,7,434,0,19,8
4.2,82882.0,,5000000,2,0.0,3,7,1246,0,0,8
4.3,91031.0,,5000000,2,0.0,3,7,251,0,19,8
3.1,78442.0,25000000.0,5000000,2,0.0,3,7,369,2104,12,8
4.1,288809.0,6600000.0,10000000,2,0.0,3,7,94,2304,3,8
2.9,3017.0,24000000.0,100000,2,0.0,3,7,942,1476,12,8
4.0,30840.0,,1000000,2,0.0,5,7,453,0,0,8
4.5,36255.0,25000000.0,1000000,2,0.0,3,7,1244,674,12,8
4.3,752.0,33000000.0,100000,2,0.0,3,7,815,1990,12,8
4.1,19230.0,88000000.0,1000000,2,0.0,3,7,511,1561,12,8
4.3,926.0,9300000.0,100000,2,0.0,3,7,1077,126,12,8
4.5,26102.0,,1000000,2,0.0,3,7,694,0,0,8
4.6,37167.0,,1000000,2,0.0,3,7,1246,0,3,8
4.4,2020.0,84000000.0,100000,2,0.0,3,7,692,2420,19,8
4.2,798.0,4700000.0,50000,2,0.0,1,7,1244,1566,15,8
4.3,7543.0,25000000.0,500000,2,0.0,3,7,221,2718,12,8
3.4,1845.0,12000000.0,100000,2,0.0,3,7,402,2186,29,8
4.6,13098.0,,1000000,2,0.0,3,7,759,0,0,8
4.2,1904.0,9900000.0,100000,2,0.0,3,7,388,1770,31,8
4.4,6106.0,,100000,2,0.0,3,7,1244,0,0,8
4.0,11085.0,61000000.0,1000000,2,0.0,3,7,947,951,10,8
4.1,3387.0,25000000.0,50000,0,29.99,3,7,221,1943,12,8
4.0,11151.0,52000000.0,1000000,2,0.0,3,7,823,1757,19,8
4.6,29673.0,57000000.0,1000000,2,0.0,4,7,439,411,19,8
4.2,277904.0,,5000000,2,0.0,4,7,462,0,0,8
4.5,50017.0,41000000.0,1000000,2,0.0,2,7,98,842,3,8
4.4,63650.0,4600000.0,1000000,2,0.0,3,7,1011,1408,12,8
4.0,176450.0,10000000.0,5000000,2,0.0,3,7,99,72,3,8
3.5,50179.0,23000000.0,1000000,2,0.0,3,7,462,1980,19,8
4.0,43611.0,27000000.0,1000000,2,0.0,3,7,823,1499,19,8
4.2,521140.0,,10000000,2,0.0,1,7,434,0,19,8
4.0,9971.0,33000000.0,1000000,2,0.0,3,7,399,1814,19,8
4.4,122283.0,,5000000,2,0.0,1,7,1185,0,0,8
4.8,1660.0,4700000.0,10000,2,0.0,3,7,399,1136,10,8
4.1,361.0,2200000.0,50000,2,0.0,3,7,58,592,31,8
4.6,5305.0,,100000,2,0.0,3,7,696,0,0,8
4.3,24082.0,95000000.0,1000000,2,0.0,3,7,922,483,3,8
4.4,133833.0,34000000.0,10000000,2,0.0,1,7,436,676,3,8
4.3,91033.0,,5000000,2,0.0,3,7,251,0,19,8
4.6,990.0,9400000.0,100000,2,0.0,3,7,114,1666,12,8
4.5,32386.0,19000000.0,1000000,2,0.0,3,7,1244,1707,8,8
4.3,101.0,3900000.0,10000,2,0.0,3,7,1162,2369,12,8
4.2,521140.0,,10000000,2,0.0,1,7,434,0,19,8
4.4,122283.0,,5000000,2,0.0,1,7,1185,0,0,8
4.2,82883.0,,5000000,2,0.0,3,7,1246,0,0,8
4.4,133833.0,34000000.0,10000000,2,0.0,1,7,436,676,3,8
4.3,91033.0,,5000000,2,0.0,3,7,251,0,19,8
4.5,35394.0,21000000.0,500000,2,0.0,3,7,986,1347,29,8
4.5,32386.0,19000000.0,1000000,2,0.0,3,7,1244,1707,8,8
4.1,288809.0,6600000.0,10000000,2,0.0,3,7,94,2304,3,8
4.0,28895.0,82000000.0,5000000,2,0.0,5,7,462,1596,19,8
4.7,410395.0,,10000000,2,0.0,3,7,726,0,0,8
4.6,11549.0,,100000,2,0.0,3,7,364,0,0,8
4.2,277904.0,,5000000,2,0.0,4,7,462,0,0,8
4.2,521140.0,,10000000,2,0.0,1,7,434,0,19,8
4.1,34123.0,19000000.0,5000000,2,0.0,3,7,897,1652,19,8
4.1,459797.0,,50000000,2,0.0,3,7,462,0,0,8
3.5,4057.0,26000000.0,500000,2,0.0,3,7,450,2514,10,8
4.5,5517.0,5200000.0,500000,2,0.0,3,7,311,1388,31,8
3.9,4272.0,16000000.0,500000,2,0.0,3,7,1283,1644,12,8
4.6,539.0,,10000,2,0.0,3,7,1164,0,0,8
4.0,9971.0,33000000.0,1000000,2,0.0,3,7,399,1814,19,8
4.4,122283.0,,5000000,2,0.0,1,7,1185,0,0,8
4.2,82883.0,,5000000,2,0.0,3,7,1246,0,0,8
4.2,342912.0,6000000.0,10000000,2,0.0,3,7,1011,428,3,8
4.6,666521.0,25000000.0,10000000,2,0.0,3,7,75,311,12,8
4.5,838765.0,,50000000,2,0.0,3,7,696,0,0,8
4.4,133833.0,34000000.0,10000000,2,0.0,1,7,436,676,3,8
4.5,2943.0,8100000.0,100000,2,0.0,3,7,1126,1041,23,8
4.4,108318.0,35000000.0,10000000,2,0.0,3,7,801,2806,3,8
4.3,7543.0,25000000.0,500000,2,0.0,3,7,221,2718,12,8
4.2,18679.0,,1000000,2,0.0,3,7,901,0,0,8
4.3,91033.0,,5000000,2,0.0,3,7,251,0,19,8
4.5,32386.0,19000000.0,1000000,2,0.0,3,7,1244,1707,8,8
4.0,68935.0,48000000.0,5000000,2,0.0,3,7,823,1832,29,8
4.2,80900.0,21000000.0,1000000,2,0.0,3,7,436,2294,3,8
4.1,288809.0,6600000.0,10000000,2,0.0,3,7,94,2304,3,8
3.9,5511.0,32000000.0,1000000,2,0.0,3,7,528,2481,29,8
4.2,75545.0,,5000000,2,0.0,3,7,782,0,0,8
4.0,28895.0,82000000.0,5000000,2,0.0,5,7,462,1596,19,8
3.5,50179.0,23000000.0,1000000,2,0.0,3,7,462,1980,19,8
4.0,11151.0,52000000.0,1000000,2,0.0,3,7,823,1757,19,8
4.0,30840.0,,1000000,2,0.0,5,7,453,0,0,8
4.5,1605267.0,,10000000,2,0.0,3,7,1096,0,0,8
4.1,136626.0,14000000.0,10000000,2,0.0,3,48,439,1905,19,2
4.2,219848.0,,50000000,2,0.0,3,48,462,0,0,2
4.4,52029.0,,5000000,2,0.0,3,48,1031,0,19,2
4.4,49190.0,25000000.0,1000000,2,0.0,3,48,516,242,19,2
4.1,5150.0,,500000,2,0.0,3,48,535,0,0,2
4.3,64713.0,58000000.0,1000000,2,0.0,3,48,96,63,19,2
4.5,216388.0,19000000.0,10000000,2,0.0,3,48,726,0,0,2
4.5,481545.0,29000000.0,10000000,2,0.0,3,48,439,2743,3,2
4.4,6012.0,81000000.0,500000,2,0.0,3,48,678,2290,10,2
4.5,260121.0,,10000000,2,0.0,3,48,922,0,0,2
